word,hamilton_count,madison_count,hamilton_per_1000,madison_per_1000,ratio,difference
respect,75,11,0.6635641356855945,0.2684236212786725,2.4720780254905153,0.395140514406922
term,3,17,0.026542565427423778,0.4148365056124939,0.06398319595387214,0.38829394018507013
york,104,22,0.920142268150691,0.536847242557345,1.713974097673424,0.38329502559334605
always,62,7,0.5485463521667581,0.1708150317227916,3.211347073113392,0.37773132044396646
matter,48,2,0.42468104683878044,0.04880429477794045,8.701714649726613,0.37587675206084
provision,92,18,0.8139720064409959,0.43923865300146414,1.8531429346640005,0.37473335343953174
principles,49,33,0.4335285686479217,0.8052708638360175,0.538363658884601,0.3717422951880958
existing,19,22,0.16810291437368394,0.536847242557345,0.3131298832287986,0.368744328183661
jurisdiction,83,15,0.7343443101587245,0.36603221083455345,2.006228655353635,0.368312099324171
natural,55,5,0.4866136995027693,0.12201073694485115,3.988285881124697,0.36460296255791813
according,20,22,0.1769504361828252,0.536847242557345,0.3296104033987353,0.35989680637451976
office,57,6,0.5043087431210518,0.14641288433382138,3.4444287155167834,0.3578958587872304
him,65,9,0.5750889175941819,0.21961932650073207,2.618571538112175,0.35546959109344983
1,59,7,0.5220037867393343,0.1708150317227916,3.0559593115111316,0.35118875501654273
most,217,93,1.9199122325836533,2.269399707174231,0.8460000353900873,0.34948747459057783
coin,2,15,0.01769504361828252,0.36603221083455345,0.04834285916514784,0.34833716721627095
situation,75,13,0.6635641356855945,0.317227916056613,2.0917583292612045,0.3463362196289815
essential,44,30,0.38929095960221544,0.7320644216691069,0.5317714508166262,0.34277346206689147
republic,22,22,0.19464547980110772,0.536847242557345,0.3625714437386089,0.34220176275623726
happiness,14,19,0.12386530532797763,0.46364080039043437,0.2671579059126591,0.33977549506245674
some,130,61,1.1501778351883638,1.488530990727184,0.7726932407544123,0.33835315553882017
whole,64,37,0.5662413957850406,0.9028794533918985,0.6271506053857018,0.33663805760685783
america,45,30,0.39813848141135666,0.7320644216691069,0.5438571656079132,0.33392594025775024
effect,34,26,0.3008157415108028,0.634455832113226,0.474131887965873,0.33364009060242317
fully,15,19,0.13271282713711888,0.46364080039043437,0.286240613477849,0.33092797325331547
nothing,62,9,0.5485463521667581,0.21961932650073207,2.497714390199305,0.328927025666026
them,297,121,2.6277139773149543,2.952659834065398,0.8899480891765853,0.3249458567504435
happen,56,7,0.4954612213119105,0.1708150317227916,2.9005715499088702,0.3246461895891189
less,121,57,1.0705501389060923,1.390922401171303,0.7696692051293275,0.32037226226521076
duties,50,5,0.442376090457063,0.12201073694485115,3.625714437386088,0.32036535351221185
public,157,70,1.3890609240351777,1.7081503172279162,0.8131959523851654,0.31908939319273855
intended,36,0,0.3185107851290853,0.0,100.0,0.3185107851290853
while,36,0,0.3185107851290853,0.0,100.0,0.3185107851290853
trial,74,14,0.6547166138764532,0.3416300634455832,1.9164490597612178,0.31308655043086997
whether,48,30,0.42468104683878044,0.7320644216691069,0.580114309981774,0.30738337483032646
great,164,72,1.4509935766991666,1.7569546120058566,0.825857177404609,0.30596103530668994
answer,62,10,0.5485463521667581,0.2440214738897023,2.2479429511793745,0.30452487827705577
example,18,19,0.15925539256454266,0.46364080039043437,0.34348873617341885,0.30438540782589174
rendered,10,16,0.0884752180914126,0.3904343582235236,0.22660715233663054,0.301959140132111
subject,104,50,0.920142268150691,1.2201073694485114,0.7541486029763064,0.2999651012978204
often,67,12,0.5927839612124643,0.29282576866764276,2.0243572275405657,0.2999581925448216
civil,53,7,0.4689186558844868,0.1708150317227916,2.7451837883066097,0.29810362416169517
greater,74,39,0.6547166138764532,0.9516837481698389,0.6879560727347962,0.2969671342933857
many,52,31,0.4600711340753455,0.7564665690580772,0.6081843572389567,0.2963954349827317
act,44,28,0.38929095960221544,0.6832601268911664,0.5697551258749567,0.293969167288951
here,33,24,0.2919682197016616,0.5856515373352855,0.49853573514058713,0.29368331763362393
union,240,75,2.123405234193902,1.8301610541727673,1.160228619963548,0.2932441800211347
local,47,29,0.41583352502963916,0.7076622742801366,0.5876157881280901,0.29182874925049745
her,47,29,0.41583352502963916,0.7076622742801366,0.5876157881280901,0.29182874925049745
much,110,28,0.9732273990055386,0.6832601268911664,1.4243878146873918,0.2899672721143721
important,42,27,0.37159591598393293,0.6588579795021962,0.5640000235933915,0.2872620635182632
circumstances,60,10,0.5308513085484755,0.2440214738897023,2.175428662431653,0.2868298346587732
foreign,67,36,0.5927839612124643,0.8784773060029283,0.6747857425135219,0.28569334479046393
considerable,46,5,0.40698600322049794,0.12201073694485115,3.335657282395201,0.2849752662756468
parties,34,24,0.3008157415108028,0.5856515373352855,0.5136428786296958,0.2848357958244827
whilst,1,12,0.00884752180914126,0.29282576866764276,0.030214286978217403,0.2839782468585015
composing,1,12,0.00884752180914126,0.29282576866764276,0.030214286978217403,0.2839782468585015
enough,32,0,0.2831206978925203,0.0,100.0,0.2831206978925203
consequently,4,13,0.03539008723656504,0.317227916056613,0.11156044422726424,0.28183782882004793
individual,18,18,0.15925539256454266,0.43923865300146414,0.3625714437386088,0.27998326043692146
regular,18,18,0.15925539256454266,0.43923865300146414,0.3625714437386088,0.27998326043692146
sometimes,37,2,0.3273583069382266,0.04880429477794045,6.707571709164264,0.27855401216028614
evident,48,6,0.42468104683878044,0.14641288433382138,2.9005715499088702,0.27826816250495906
considerations,32,23,0.2831206978925203,0.5612493899463152,0.5044472260711079,0.2781286920537949
paper,16,17,0.14156034894626016,0.4148365056124939,0.34124371175398477,0.2732761566662337
again,5,13,0.0442376090457063,0.317227916056613,0.13945055528408032,0.2729903070109067
authority,179,76,1.5837064038362854,1.8545632015617375,0.8539511635422496,0.2708567977254521
course,83,19,0.7343443101587245,0.46364080039043437,1.5838647279107647,0.2707035097682901
fact,47,6,0.41583352502963916,0.14641288433382138,2.8401429759524355,0.2694206406958178
seen,22,19,0.19464547980110772,0.46364080039043437,0.4198195664341786,0.2689953205893266
few,36,24,0.3185107851290853,0.5856515373352855,0.5438571656079132,0.2671407522062002
though,99,25,0.8759046591049847,0.6100536847242557,1.435782917204891,0.265850974380729
remedy,9,14,0.07962769628227133,0.3416300634455832,0.23308164240339135,0.2620023671633119
each,114,52,1.0086174862421036,1.268911664226452,0.7948681651192577,0.2602941779843484
taxation,43,5,0.38044343779307416,0.12201073694485115,3.1181144161520358,0.258432700848223
distinct,26,20,0.23003556703767275,0.4880429477794046,0.47134287686019144,0.25800738074173185
character,26,20,0.23003556703767275,0.4880429477794046,0.47134287686019144,0.25800738074173185
only,156,67,1.3802134022260364,1.6349438750610055,0.8441961973615368,0.2547304728349691
years,21,18,0.18579795799196647,0.43923865300146414,0.42300001769504364,0.2534406950094977
rule,45,6,0.39813848141135666,0.14641288433382138,2.719285828039566,0.2517255970775353
rights,82,40,0.7254967883495833,0.9760858955588092,0.7432714596641481,0.2505891072092259
alterations,5,12,0.0442376090457063,0.29282576866764276,0.151071434891087,0.24858815962193648
my,39,4,0.3450533505565091,0.0976085895558809,3.535071576451436,0.24744476100062818
inhabitants,8,13,0.07078017447313008,0.317227916056613,0.2231208884545285,0.24644774158348293
without,113,51,0.9997699644329623,1.2445095168374816,0.8033445714208391,0.24473955240451928
formed,11,14,0.09732273990055386,0.3416300634455832,0.28487756293747835,0.24430732354502938
particularly,11,14,0.09732273990055386,0.3416300634455832,0.28487756293747835,0.24430732354502938
democracy,0,10,0.0,0.2440214738897023,0.0,0.2440214738897023
strong,33,2,0.2919682197016616,0.04880429477794045,5.982428821687047,0.24316392492372113
execution,44,6,0.38929095960221544,0.14641288433382138,2.6588572540831312,0.24287807526839406
first,116,52,1.0263125298603861,1.268911664226452,0.8088132206476658,0.24259913436606584
what,146,43,1.291738184134624,1.04929233772572,1.2310565299031835,0.2424458464089041
opinions,14,15,0.12386530532797763,0.36603221083455345,0.3384000141560349,0.24216690550657582
legislature,121,34,1.0705501389060923,0.8296730112249878,1.2903277850697548,0.24087712768110447
britain,52,9,0.4600711340753455,0.21961932650073207,2.09485723048974,0.24045180757461343
immediately,17,16,0.1504078707554014,0.3904343582235236,0.3852321589722719,0.24002648746812222
proceedings,6,12,0.053085130854847555,0.29282576866764276,0.1812857218693044,0.2397406378127952
absolutely,6,12,0.053085130854847555,0.29282576866764276,0.1812857218693044,0.2397406378127952
branches,20,17,0.1769504361828252,0.4148365056124939,0.4265546396924809,0.23788606942966872
war,71,16,0.6281740484490294,0.3904343582235236,1.6089107815900767,0.23773969022550573
making,46,7,0.40698600322049794,0.1708150317227916,2.3826123445680008,0.23617097149770633
seems,34,22,0.3008157415108028,0.536847242557345,0.56033768577785,0.23603150104654214
task,12,14,0.10617026170969511,0.3416300634455832,0.31077552320452184,0.2354598017358881
governor,32,2,0.2831206978925203,0.04880429477794045,5.801143099817742,0.23431640311457985
exist,32,2,0.2831206978925203,0.04880429477794045,5.801143099817742,0.23431640311457985
clearly,15,15,0.13271282713711888,0.36603221083455345,0.3625714437386088,0.23331938369743457
enumeration,4,11,0.03539008723656504,0.2684236212786725,0.13184416135949414,0.23303353404210744
naturally,29,1,0.25657813246509653,0.024402147388970227,10.514571868419656,0.2321759850761263
difficulties,7,12,0.06193265266398881,0.29282576866764276,0.2115000088475218,0.23089311600365395
purpose,48,8,0.42468104683878044,0.1952171791117618,2.1754286624316532,0.22946386772701863
adequate,10,13,0.0884752180914126,0.317227916056613,0.27890111056816064,0.2287526979652004
up,34,3,0.3008157415108028,0.07320644216691069,4.109143029037567,0.22760929934389212
easy,34,3,0.3008157415108028,0.07320644216691069,4.109143029037567,0.22760929934389212
propriety,56,11,0.4954612213119105,0.2684236212786725,1.8458182590329177,0.22703760003323803
free,24,18,0.21234052341939022,0.43923865300146414,0.4834285916514784,0.22689812958207392
old,5,11,0.0442376090457063,0.2684236212786725,0.16480520169936766,0.2241860122329662
nomination,25,0,0.2211880452285315,0.0,100.0,0.2211880452285315
object,55,29,0.4866136995027693,0.7076622742801366,0.6876354967456375,0.22104857477736733
constitutions,44,25,0.38929095960221544,0.6100536847242557,0.6381257409799516,0.22076272512204026
particular,124,54,1.0970927043335161,1.3177159590043923,0.8325714633997684,0.22062325467087618
faction,22,17,0.19464547980110772,0.4148365056124939,0.46921010366172905,0.2201910258113862
best,44,7,0.38929095960221544,0.1708150317227916,2.2790205034998268,0.21847592787942383
duty,44,7,0.38929095960221544,0.1708150317227916,2.2790205034998268,0.21847592787942383
indefinite,6,11,0.053085130854847555,0.2684236212786725,0.1977662420392412,0.2153384904238249
authors,6,11,0.053085130854847555,0.2684236212786725,0.1977662420392412,0.2153384904238249
measures,31,20,0.27427317608337903,0.4880429477794046,0.5619857377948436,0.21376977169602557
readily,24,0,0.21234052341939022,0.0,100.0,0.21234052341939022
exercise,45,25,0.39813848141135666,0.6100536847242557,0.6526285987294959,0.21191520331289904
apt,32,3,0.2831206978925203,0.07320644216691069,3.8674287332118276,0.20991425572560962
military,54,11,0.477766177693628,0.2684236212786725,1.7798961783531708,0.20934255641495553
establishment,26,18,0.23003556703767275,0.43923865300146414,0.523714307622435,0.2092030859637914
left,15,14,0.13271282713711888,0.3416300634455832,0.3884694040056522,0.20891723630846434
limited,15,14,0.13271282713711888,0.3416300634455832,0.3884694040056522,0.20891723630846434
account,29,2,0.25657813246509653,0.04880429477794045,5.257285934209828,0.20777383768715607
taxes,40,6,0.3539008723656504,0.14641288433382138,2.417142958257392,0.207487988031829
different,109,48,0.9643798771963973,1.171303074670571,0.8233393201564242,0.20692319747417376
definition,7,11,0.06193265266398881,0.2684236212786725,0.23072728237911472,0.20649096861468366
exclusion,26,1,0.23003556703767275,0.024402147388970227,9.42685753720383,0.20563341964870252
clause,37,5,0.3273583069382266,0.12201073694485115,2.683028683665705,0.20534756999337545
commonly,23,0,0.20349300161024897,0.0,100.0,0.20349300161024897
land,34,4,0.3008157415108028,0.0976085895558809,3.0818572717781754,0.2032071519549219
mere,34,4,0.3008157415108028,0.0976085895558809,3.0818572717781754,0.2032071519549219
established,35,21,0.3096632633199441,0.5124450951683749,0.604285739564348,0.2027818318484308
true,56,12,0.4954612213119105,0.29282576866764276,1.6920000707801743,0.20263545264426774
find,24,17,0.21234052341939022,0.4148365056124939,0.5118655676309771,0.2024959821931037
required,13,13,0.11501778351883638,0.317227916056613,0.36257144373860883,0.20221013253777662
liberties,13,13,0.11501778351883638,0.317227916056613,0.36257144373860883,0.20221013253777662
danger,71,34,0.6281740484490294,0.8296730112249878,0.7571344854541536,0.20149896277595847
probability,31,3,0.27427317608337903,0.07320644216691069,3.7465715852989576,0.20106673391646834
little,75,19,0.6635641356855945,0.46364080039043437,1.4312030673892453,0.1999233352951601
make,86,23,0.7608868755861483,0.5612493899463152,1.3557019200661027,0.19963748563983308
king,28,2,0.24773061065595525,0.04880429477794045,5.0760002123405235,0.1989263158780148
commercial,28,2,0.24773061065595525,0.04880429477794045,5.0760002123405235,0.1989263158780148
afford,28,2,0.24773061065595525,0.04880429477794045,5.0760002123405235,0.1989263158780148
times,39,6,0.3450533505565091,0.14641288433382138,2.356714384300957,0.19864046622268772
small,30,19,0.26542565427423775,0.46364080039043437,0.572481226955698,0.19821514611619662
language,8,11,0.07078017447313008,0.2684236212786725,0.2636883227189883,0.1976434468055424
institution,25,1,0.2211880452285315,0.024402147388970227,9.064286093465222,0.19678589783956127
think,25,1,0.2211880452285315,0.024402147388970227,9.064286093465222,0.19678589783956127
revenue,47,9,0.41583352502963916,0.21961932650073207,1.893428650634957,0.1962141985289071
judges,58,13,0.5131562649301931,0.317227916056613,1.6176264412953316,0.19592834887358007
thirds,22,0,0.19464547980110772,0.0,100.0,0.19464547980110772
too,113,33,0.9997699644329623,0.8052708638360175,1.2415325194685696,0.19449910059694475
expense,33,4,0.2919682197016616,0.0976085895558809,2.9912144108435235,0.19435963014578067
let,50,26,0.442376090457063,0.634455832113226,0.6972527764204016,0.19207974165616298
out,63,15,0.5573938739758993,0.36603221083455345,1.522800063702157,0.1913616631413459
violence,6,10,0.053085130854847555,0.2440214738897023,0.21754286624316527,0.19093634303485474
opinion,38,6,0.3362058287473679,0.14641288433382138,2.2962858103445227,0.1897929444135465
mode,49,10,0.4335285686479217,0.2440214738897023,1.7766000743191832,0.18950709475821942
purposes,20,15,0.1769504361828252,0.36603221083455345,0.4834285916514784,0.18908177465172826
due,20,15,0.1769504361828252,0.36603221083455345,0.4834285916514784,0.18908177465172826
requires,9,11,0.07962769628227133,0.2684236212786725,0.2966493630588618,0.18879592499640113
massachusetts,24,1,0.21234052341939022,0.024402147388970227,8.701714649726613,0.18793837603042
appear,46,9,0.40698600322049794,0.21961932650073207,1.8531429346640005,0.18736667671976587
acts,23,16,0.20349300161024897,0.3904343582235236,0.5211964503742502,0.18694135661327466
probably,12,12,0.10617026170969511,0.29282576866764276,0.3625714437386088,0.18665550695794764
elected,12,12,0.10617026170969511,0.29282576866764276,0.3625714437386088,0.18665550695794764
matters,21,0,0.18579795799196647,0.0,100.0,0.18579795799196647
law,98,28,0.8670571372958434,0.6832601268911664,1.2690000530851309,0.183797010404677
resources,40,7,0.3539008723656504,0.1708150317227916,2.071836821363479,0.18308584064285877
hands,40,22,0.3539008723656504,0.536847242557345,0.6592208067974706,0.18294637019169457
throughout,7,10,0.06193265266398881,0.2440214738897023,0.2538000106170262,0.1820888212257135
errors,7,10,0.06193265266398881,0.2440214738897023,0.2538000106170262,0.1820888212257135
entirely,26,2,0.23003556703767275,0.04880429477794045,4.713428768601915,0.1812312722597323
elections,26,2,0.23003556703767275,0.04880429477794045,4.713428768601915,0.1812312722597323
supposed,37,6,0.3273583069382266,0.14641288433382138,2.2358572363880875,0.18094542260440521
consideration,48,10,0.42468104683878044,0.2440214738897023,1.7403429299453221,0.18065957294907814
meaning,21,15,0.18579795799196647,0.36603221083455345,0.5076000212340523,0.18023425284258698
europe,21,15,0.18579795799196647,0.36603221083455345,0.5076000212340523,0.18023425284258698
could,161,51,1.4244510112717428,1.2445095168374816,1.144588283174824,0.17994149443426122
experience,46,24,0.40698600322049794,0.5856515373352855,0.6949286004990002,0.17866553411478758
money,24,16,0.21234052341939022,0.3904343582235236,0.5438571656079133,0.1780938348041334
characters,13,12,0.11501778351883638,0.29282576866764276,0.3927857307168262,0.17780798514880639
preference,20,0,0.1769504361828252,0.0,100.0,0.1769504361828252
things,31,4,0.27427317608337903,0.0976085895558809,2.8099286889742183,0.1766645865274981
even,108,32,0.955532355387256,0.7808687164470473,1.223678622617805,0.17466363894020875
circumstance,28,3,0.24773061065595525,0.07320644216691069,3.3840001415603487,0.17452416848904456
so,223,88,1.972997363438501,2.14738897022938,0.9187889994739749,0.17439160679087884
parts,30,18,0.26542565427423775,0.43923865300146414,0.604285739564348,0.1738129987272264
separate,19,14,0.16810291437368394,0.3416300634455832,0.49206124507382626,0.17352714907189928
citizen,8,10,0.07078017447313008,0.2440214738897023,0.2900571549908871,0.17324129941657224
choice,36,6,0.3185107851290853,0.14641288433382138,2.175428662431653,0.17209790079526394
done,36,6,0.3185107851290853,0.14641288433382138,2.175428662431653,0.17209790079526394
instances,33,19,0.2919682197016616,0.46364080039043437,0.629729349651268,0.17167258068877278
change,22,15,0.19464547980110772,0.36603221083455345,0.5317714508166262,0.17138673103344573
sufficiently,11,11,0.09732273990055386,0.2684236212786725,0.3625714437386089,0.17110088137811863
means,58,28,0.5131562649301931,0.6832601268911664,0.7510408477442612,0.17010386196097338
legislatures,47,24,0.41583352502963916,0.5856515373352855,0.7100357439881089,0.16981801230564636
appears,25,16,0.2211880452285315,0.3904343582235236,0.5665178808415764,0.16924631299499213
made,105,45,0.9289897899598322,1.0980966325036603,0.8460000353900872,0.16910684254382813
properly,14,12,0.12386530532797763,0.29282576866764276,0.4230000176950436,0.16896046333966513
certain,50,25,0.442376090457063,0.6100536847242557,0.7251428874772177,0.1676775942671927
already,41,8,0.36274839417479166,0.1952171791117618,1.8581786491603705,0.16753121506302984
therefore,75,34,0.6635641356855945,0.8296730112249878,0.7997899494234018,0.16610887553939335
trust,38,7,0.3362058287473679,0.1708150317227916,1.968244980295305,0.16539079702457626
compact,9,10,0.07962769628227133,0.2440214738897023,0.3263142993647479,0.16439377760743096
stand,24,2,0.21234052341939022,0.04880429477794045,4.3508573248633065,0.16353622864144976
serve,24,2,0.21234052341939022,0.04880429477794045,4.3508573248633065,0.16353622864144976
contrary,46,10,0.40698600322049794,0.2440214738897023,1.6678286411976004,0.16296452933079564
article,57,14,0.5043087431210518,0.3416300634455832,1.4761837352214786,0.16267867967546856
persons,57,14,0.5043087431210518,0.3416300634455832,1.4761837352214786,0.16267867967546856
nations,68,18,0.6016314830216056,0.43923865300146414,1.369714343012522,0.1623928300201415
smaller,12,11,0.10617026170969511,0.2684236212786725,0.3955324840784824,0.16225335956897735
disposed,21,1,0.18579795799196647,0.024402147388970227,7.6140003185107865,0.16139581060299624
mentioned,21,1,0.18579795799196647,0.024402147388970227,7.6140003185107865,0.16139581060299624
command,21,1,0.18579795799196647,0.024402147388970227,7.6140003185107865,0.16139581060299624
concurrent,21,1,0.18579795799196647,0.024402147388970227,7.6140003185107865,0.16139581060299624
tribunals,21,1,0.18579795799196647,0.024402147388970227,7.6140003185107865,0.16139581060299624
militia,43,9,0.38044343779307416,0.21961932650073207,1.732285786751131,0.1608241112923421
value,15,12,0.13271282713711888,0.29282576866764276,0.45321430467326096,0.16011294153052388
formation,18,0,0.15925539256454266,0.0,100.0,0.15925539256454266
see,29,4,0.25657813246509653,0.0976085895558809,2.628642967104914,0.1589695429092156
idea,29,4,0.25657813246509653,0.0976085895558809,2.628642967104914,0.1589695429092156
appointments,29,4,0.25657813246509653,0.0976085895558809,2.628642967104914,0.1589695429092156
cases,120,37,1.061702617096951,0.9028794533918985,1.1759073850981907,0.15882316370505256
point,62,16,0.5485463521667581,0.3904343582235236,1.4049643444871092,0.15811199394323444
four,26,3,0.23003556703767275,0.07320644216691069,3.1422858457346097,0.15682912487076206
branch,32,18,0.2831206978925203,0.43923865300146414,0.6445714555353046,0.15611795510894383
comparison,10,10,0.0884752180914126,0.2440214738897023,0.3625714437386088,0.1555462557982897
larger,10,10,0.0884752180914126,0.2440214738897023,0.3625714437386088,0.1555462557982897
regulate,10,10,0.0884752180914126,0.2440214738897023,0.3625714437386088,0.1555462557982897
citizens,90,39,0.7962769628227133,0.9516837481698389,0.8367033317044819,0.1554067853471256
want,34,6,0.3008157415108028,0.14641288433382138,2.0545715145187833,0.15440285717698143
because,56,14,0.4954612213119105,0.3416300634455832,1.4502857749544351,0.15383115786632728
administration,56,14,0.4954612213119105,0.3416300634455832,1.4502857749544351,0.15383115786632728
american,13,11,0.11501778351883638,0.2684236212786725,0.428493524418356,0.1534058377598361
enable,20,1,0.1769504361828252,0.024402147388970227,7.251428874772177,0.15254828879385496
about,20,1,0.1769504361828252,0.024402147388970227,7.251428874772177,0.15254828879385496
said,42,9,0.37159591598393293,0.21961932650073207,1.6920000707801746,0.15197658948320086
possible,42,9,0.37159591598393293,0.21961932650073207,1.6920000707801746,0.15197658948320086
how,53,13,0.4689186558844868,0.317227916056613,1.4781758860112513,0.1516907398278738
resolutions,17,0,0.1504078707554014,0.0,100.0,0.1504078707554014
constitute,17,0,0.1504078707554014,0.0,100.0,0.1504078707554014
period,30,17,0.26542565427423775,0.4148365056124939,0.6398319595387213,0.14941085133825616
present,61,16,0.5396988303576168,0.3904343582235236,1.382303629253446,0.14926447213409316
